author,autism,coords_from,country,id,label,lang,location,measl,mood,mump,published_at,response_id,retweeted_id,state,text,vaccin,vax,vaxin,x,y,zip
nexthello (RK),0,location,us,563425434852163584,1,en,New York City,0,-2,0,2015-02-05 19:54:26 UTC,,563371923116023808,ny,RT @GraywolfPress: In case you missed it: an excerpt from Eula Biss's ON IMMUNITY about the history of vaccinations: http://t.co/fueLV4tZWb…,1,0,0,-74.007124,40.71455,10007
ryswang (Ryan Swingle),0,,,563427893993144320,1,en,,0,-1,0,2015-02-05 20:04:12 UTC,,,,Some people think vaccinations are insignificant but they clearly haven't read this yet #fresheyes http://t.co/dZzuOXJElN,1,0,0,,,
pnpservices (PNPSERVICES),0,location,us,563432104445231104,1,en,MID ATLANTIC REGION,1,-4,0,2015-02-05 20:20:56 UTC,,,ky,#RT A Doctor's Take: Why Measles Vaccination Must Be Mandatory: Measles killed Dr. Robert Pearl’s aunt Mar... http://t.co/8zvtp8z8ZH #RT,1,0,0,-86.466034,37.243315,42252
SonnyThomasShow (Sonny Thomas Show),0,location,us,563435250140065793,0,en,"Springboro, Ohio",0,2,0,2015-02-05 20:33:26 UTC,,,oh,I liked a @YouTube video http://t.co/KHK8snlf1k Rand Paul Ignites Vaccine Controversy,0,0,0,-84.233019,39.5565,45066
jesslahey (Jessica Lahey),0,location,us,563438397843591168,1,en,NH,0,0,0,2015-02-05 20:45:56 UTC,,563437453911265280,nh,"RT @alexanderrusso: Boxer, Feinstein Call For End To California's Vaccine Exemptions - BuzzFeed News http://t.co/WNPSeVOFmV",1,0,0,-71.632927,44.001175,
CSNToday (CSN),0,location,us,563442230367887361,1,en,Los Angeles,1,-1,0,2015-02-05 21:01:10 UTC,,,ca,Businesses forced to deal w/ measles as it makes a comeback  http://t.co/n5IzlYQKz1  @LABizJournal #measles #vaccine http://t.co/75XHShQfbB,1,0,0,-118.245319,34.05349,90012
christian1021 (Christian Stevenson),0,coordsu,,563446807997718529,-1,en,"38.075834,-84.481618",0,0,0,2015-02-05 21:19:22 UTC,,561686634475704320,,RT @AstroKatie: Non-vaccination is a personal decision as long as you never interact with other humans or touch things they might touch or …,1,0,0,-84.481618,38.075834,
myerinmama (MagsofDragonz),0,location,us,563456277280747522,1,en,CT Shoreline,0,-2,0,2015-02-05 21:56:59 UTC,,,ct,CNN: 5 myths surrounding vaccines -- and the reality http://t.co/1w4UoYoysV because parents who dont vaccinate are afraid of autism,1,0,0,-72.75753,41.515476,
dinakkim_deedee (Deedee),0,,,563458223483932672,1,en,,0,-2,0,2015-02-05 22:04:43 UTC,562662696982966272,,,"@jacquigsmith @Rosie one choice actually kills. Big difference. Most ant-vaccination people are liberal, also.",1,0,0,,,
antivax (Erwin Alber),0,location,nz,563470370716385280,-1,en,New Zealand ,1,-2,0,2015-02-05 22:52:59 UTC,,,,"Measles Vaccine Injuries: ""When it happens to your child, the risks are 100%.""... http://t.co/YKscLff2Q0",1,0,0,-5.051697,-40.914281,
pwslavik (paul slavik),0,location,us,563473488015814656,1,en,BTV,0,-2,0,2015-02-05 23:05:23 UTC,,,vt,BTV public schools have 80-100% vaccination rate; Waldorf School has 50% rate. Socioeconomics isn't primary barrier. http://t.co/lwBzMPQesG,1,0,0,-73.155228,44.468922,05403
waschko_ (Annie Waschko),0,,,563482600615206915,0,en,NEPA / Baltimore / Newcastle,0,-1,0,2015-02-05 23:41:35 UTC,,,,Pennsylvania would have one of the lowest vaccination rates in the country,1,0,0,,,
McVaccination (Vaccination Infos),0,location,zz,563483800089284608,1,en,World,0,0,0,2015-02-05 23:46:21 UTC,,,,Half of ID schools below acceptable vaccination rates - KTVB http://t.co/zMu2Ct9N0X - #Vaccination #SF,1,0,0,0.0,0.0,
ZarbtheBard (Brian),0,,,563484809079840770,1,en,,1,0,0,2015-02-05 23:50:22 UTC,563484470679199744,,,"@SealKonga ""I didn't get measles (with the vaccine) so OBVIOUSLY my child doesn't need the vaccine!"" Logic.",1,0,0,,,
grainne_leonard (Grainne Leonard/Hume),0,location,us,563509657063677952,0,en,Strabane,0,0,0,2015-02-06 01:29:06 UTC,,563360186685861889,pa,"RT @irish_news: 95 pupils at Omagh Academy were given an incorrect vaccine, according to @Ulster_Herald http://t.co/BMEaCpul9D",1,0,0,-80.200004,40.248823,15363
Fear_NoScience (Charlie Bukowski),0,,,563510585606676480,0,en,,0,0,0,2015-02-06 01:32:47 UTC,,563464107727126528,,RT @ClaraJeffery: Is vaccination increasing or decreasing near you?  http://t.co/ibtm9jf614 http://t.co/SWwdCIMHk1,1,0,0,,,
LaurenRosanna (Lauren Snider),0,location,us,563512336099459072,1,en,"Birmingham, AL",0,1,0,2015-02-06 01:39:45 UTC,,563183784254648321,al,"RT @kellyoxford: Showing an educated person an anti-vaccine website is like showing an archeologist a bible and saying, ""See, no dinosaurs.""",1,0,0,-86.811504,33.520295,35203
rowast (fight apathy or dont),0,location,us,563513307618082816,1,en,"Lakewood, CA",0,0,0,2015-02-06 01:43:36 UTC,,,ca,6 Dangerous Anti-Vaccination Arguments That Need To Be Shut Down - http://t.co/NbxYVOV4Fb,1,0,0,-118.133784,33.848815,90712
mikegiegerich (Michael Giegerich),0,location,us,563515186070302720,1,en,"Chapel Hill, North Carolina",0,0,0,2015-02-06 01:51:04 UTC,,,nc,I took a swing at writing about the vaccination debate from my perspective as an anarcho-capitalist/voluntaryist: http://t.co/xwtHGr2Gw2,1,0,0,-79.056701,35.914771,27514
dailyEEUU (Daily USA),0,location,us,563517666216779778,0,es,Unites States,0,1,0,2015-02-06 02:00:55 UTC,,,ga,Lawmakers want tougher vaccine exemptions amid measles outbreak http://t.co/U3W5i0vD0C #politics,0,0,0,-81.783334,32.448915,30458
QbanKendy (oswald kendy),0,,,563519124010467331,0,es,,0,-4,0,2015-02-06 02:06:43 UTC,,563475950206464000,,"RT @guardian: Flu vaccine gives only ‘low protection’ in UK this winter, experts warn http://t.co/OD4zalyB9h",0,0,0,,,
yogamom1972 (Kristen Marsh),0,,,563522443089022979,-1,en,,1,0,0,2015-02-06 02:19:54 UTC,,560698784368586752,,RT @miles_wilma: #SouthAfrica Measles in Baltimore! From the vaccine. http://t.co/gJbYL0MHSe  #CDCwhistleblower PlzRT,1,0,0,,,
drsabirakanani (Sabira Kanani),0,location,ca,563523836990459904,1,en-gb,Canada,0,-2,0,2015-02-06 02:25:27 UTC,,563512247377752065,,RT @NightShiftMD: “Journalist responsibility. Why did @TorontoStar publish this today? Distorted vax reporting dissected. http://t.co/FTX9Z…,0,1,0,-96.811451,62.395819,
socioecohistory (socioecohistory),0,,,563528059366563840,-1,en,,0,0,0,2015-02-06 02:42:13 UTC,,,,The US Government Has Paid out $3 Billion to Vaccine-Injured Americans Since 1989! http://t.co/zAROly99fL,1,0,0,,,
notthatCate (Cate),0,,,563544580331544577,1,en,US born/Currently in Sydney,0,0,0,2015-02-06 03:47:52 UTC,,563542544668049408,,"RT @Bipartisanism: The #AntiVaxxer said doing research online made her a 'vaccine researcher'. By that logic, I'm a gynecologist. http://t.…",1,0,0,,,
izettaMarie (Izetta™),0,location,us,563546201937952768,1,en,Kentucky,0,0,0,2015-02-06 03:54:19 UTC,,,ky,#vaccineswork  http://t.co/FqucN5BSNY,0,0,0,-85.69091,37.822445,
ghostcatbce (Cat Neshine),0,location,ca,563546757007560705,-1,en,Calgary Alberta Canada,0,0,0,2015-02-06 03:56:31 UTC,,563538066020007936,ab,"RT @DocBastard: #Antivax doc Jack Wolfson on not vaxing kids:""I'm not going to sacrifice the wellbeing of my child.My child is pure."" http:…",0,1,0,-114.063014,51.04522,t2g
teamnavkaur (Navvy),0,,,563553614783057920,1,en,saving the world. UMD18,0,0,0,2015-02-06 04:23:46 UTC,,,,I have to write a paper about anti-vaccination parenting... And I have to be neutral.,1,0,0,,,
chliberty (Lap Dog ),0,location,ph,563555826925715456,-1,en,Fema region X,0,0,0,2015-02-06 04:32:34 UTC,,563242406804348928,,RT @LaLaRueFrench75: HPV Vaccine &amp; The Common Corruption in Government Public Health Agencies https://t.co/A7W5vVDIMY  #CDCwhistleblower ht…,1,0,0,124.491745,8.33503,
honorDrSalk (honorDrSalk),0,,,563568643284668416,1,en,,0,4,0,2015-02-06 05:23:29 UTC,563464591108501504,,,@MayoClinic  please sign and share my petition to honor Dr Salk on the 60th anniversary of the polio vaccine http://t.co/QXEGA5v8Wt,1,0,0,,,
Skinny_60 (Liam Fitzgerald),0,location,us,563582374974214144,-1,en,"Amherst, MA",0,-6,0,2015-02-06 06:18:03 UTC,,563145285527158784,ma,RT @YoniFreedhoff: WTF @QueensU! Kingston's Chief Medical Officer complained 2 Dept. heads in 2012 about anti-vax prof &amp; U did nothing?! ht…,0,1,0,-72.533204,42.370772,01002
johnnyreb1864 (Drew Hanson),0,,,563586743404728320,-1,en,,1,-2,0,2015-02-06 06:35:25 UTC,,,,HERE'S THE PROOF. THE MMR MEASLES VACCINE INSERT SAYS IT CAUSES MEASLES AND DEATH. W/grindall61  #WakeUpCall http://t.co/CeV20i4ZIw,1,0,0,,,
NOWinAutism (NOWin Autism),0,,,563598149348896768,-1,en,,0,-2,0,2015-02-06 07:20:44 UTC,,563562823331373056,,RT @TannersDad: RT @JeffereyJaxen #CDCwhistleblower testifies who's punished for children vaccine damaged cause of 4 months of silence #Nur…,1,0,0,,,
kezhme (Keziah Tan),0,,,563603829325713409,1,en,,0,3,0,2015-02-06 07:43:18 UTC,,,,Walking in the health service like I didn't care about the vaccination but my heart was beating insanely fast 💉😳,1,0,0,,,
Gangsta_News (Gangsta News),0,location,us,563606632035123200,1,en,In da 'Hood,0,0,0,2015-02-06 07:54:27 UTC,,,ca,Don’t be fooled by Rand Paul’s vaccine stunt http://t.co/FW3fzxtJUL,1,0,0,-121.519194,38.36828,95639
shegoora (sheila goodman),0,,,563608216454832129,0,en,,0,0,0,2015-02-06 08:00:44 UTC,,563602281627922432,,RT @Stephen_P_Dunn: Flu vaccine is 'barely effective' http://t.co/DDTfqCPysE,1,0,0,,,
new1ife4me (Christina Driggers),0,location,us,563613782082322432,-1,en,FL USA,0,0,0,2015-02-06 08:22:51 UTC,,,fl,No batch of vaccine can be proved to be safe before it is given to children. #SurgeonGeneral Leonard Scheele... http://t.co/0sNhzDjXht,1,0,0,-83.832764,27.76102,
LEEHIEB_MD (Lee Hieb MD),0,,,563664358278848512,-1,en,see me also @AlwaysBestAge,1,2,0,2015-02-06 11:43:50 UTC,,,,More important than protecting your children from measles-- is protecting them from tyrranny.  http://t.co/Gr1KRavSaG #tcot #vaccinations,1,0,0,,,
latest_ooyuz (Latest News),0,,,563698403256041472,0,en,,0,0,0,2015-02-06 13:59:07 UTC,,,,Ebola vaccine trial begins in Liberia | Fox News.. Related Articles: http://t.co/ItlkJOW4er,1,0,0,,,
Reptoid_Hunter (Reptoid Hunter),1,location,us,563709377631510529,-1,en,The Web,0,0,0,2015-02-06 14:42:43 UTC,,563709199319072768,al,"RT @jeffreymadwisc: BOMBSHELL: CDC Whistleblower Who Admitted Covering Up MMR Vaccine Links to Autism Granted Immunity, Will Testify | - ht…",1,0,0,-85.276941,31.257982,36376
itsapun (Ross Brenneman),0,,,563719816021045249,0,en,"Washington, D.C.-ish",0,0,0,2015-02-06 15:24:12 UTC,,,,"19 states have ""personal belief"" exemptions related to childhood vaccination. http://t.co/060j5EC3WA",1,0,0,,,
everydaybest (everydaybest),0,location,us,563726553092079616,-1,en,New England,0,0,0,2015-02-06 15:50:58 UTC,,,,@OnPointRadio Vaccination questioners keep vaccines safer for us all.,1,0,0,-70.32917,44.22019,
childhltdaily (Child Health Daily),0,location,us,563726964133871616,1,en,Phenix,1,1,0,2015-02-06 15:52:36 UTC,,,va,Lawmakers Want Tougher Vaccine Exemptions Amid Measles Outbreak http://t.co/Yb8Iy23Oo2 #health #child,1,0,0,-78.746289,37.0829,23959
KrissyMarti3n21 (Kristin Martin),0,location,us,563727882955259904,0,en,Ohio,1,-3,0,2015-02-06 15:56:15 UTC,,563300443888308224,oh,RT @FucoidanReviews: 15 Syrian children dead following UN measles vaccination campaign — RT News http://t.co/6oYr26BObt,1,0,0,-82.669468,40.190331,
msrosati (Mark Rosati),0,location,us,563730407771086849,1,en,Chicago area,0,2,0,2015-02-06 16:06:17 UTC,,563728312342953984,va,"RT @LizSzabo: How we got here: From 2009-2012, 31 bills to ease vaccine restrictions were introduced in state legislatures, http://t.co/rs2…",1,0,0,-78.541909,37.400757,23901
"LindaP_MD (Linda Pourmassina,MD)",0,location,us,563731049394356224,-1,en,"Seattle, WA. USA",0,0,0,2015-02-06 16:08:50 UTC,,563730605146660864,wa,"RT @Doctor_V: When we're altogether, we are VACCINATION NATION #measlestruth",1,0,0,-122.329439,47.60356,98104
bonniesheeren (Bonnie C. Sheeren),0,location,us,563733164053393408,1,en,Houston,1,-5,0,2015-02-06 16:17:14 UTC,,563732430146658304,tx,RT @DrSethPedi: Don't fall victim to misinformation.  Measles vaccination saves lives. http://t.co/kwjL1de4iJ #MeaslesTruth #tweetiatrician,1,0,0,-95.369784,29.76045,77002
DrPanMD (Dr. Richard Pan),0,location,us,563733354210533377,1,en,"Sacramento, CA",1,-4,0,2015-02-06 16:17:59 UTC,,563730614671912960,ca,"RT @AAPJournals: Before measles vaccine 450 people a year died of the disease, vaccine cut that over 99% #MeaslesTruth",1,0,0,-121.491013,38.57906,
bethanyshondark (Bethany S. Mandel),0,,,563740902355902464,1,en,"Mogadishu, New Jersey",0,0,0,2015-02-06 16:47:59 UTC,,563740211373678592,,RT @postpolionews: USA: Why the Next Outbreak Could Be #Polio | @bethanyshondark @NewYorkObserver http://t.co/4yuMf9Ip2m #ppnews #vaccine,1,0,0,,,
RevereRadio (Revere Radio Network),0,location,us,563744470445740032,-1,en,"Brooksville, Florida",0,-4,0,2015-02-06 17:02:10 UTC,,,fl,Flu jab is a waste of time for 97% of patients: Vaccine developed only a year ago no longer 'matches' because the http://t.co/MfkqLoxDM5,1,0,0,-82.387824,28.554515,34601
Wspfdhealthdept (W.Springfield Health),0,location,us,563745442760896512,1,en,"West Springfield, MA",0,1,0,2015-02-06 17:06:02 UTC,,563738469294698496,ma,RT @GovMalloyOffice: Vaccinations are important to protect the health of our communities. Gov. Malloy received the flu vaccine today. http:…,1,0,0,-72.621734,42.105845,01089
mareacarangelo (Marea Carangelo),0,,,563746081281159168,1,en,,0,1,0,2015-02-06 17:08:34 UTC,,,,The one time getting the meningitis vaccine two years ago would've actually came in handy doesn't even matter now,1,0,0,,,
Gangsta_News (Gangsta News),0,location,us,563750316315668480,1,en,In da 'Hood,0,0,0,2015-02-06 17:25:24 UTC,,,ca,Don’t be fooled by Rand Paul’s vaccine stunt http://t.co/FW3fzxtJUL,1,0,0,-121.519194,38.36828,95639
filthyliberals (Phil Thee),0,location,us,563758666089000960,0,en,planet earth,0,-1,0,2015-02-06 17:58:34 UTC,,563757260589916160,tx,RT @OccuWorld: CNN’s Carol Costello twists reality behind the ‘anti-vaxxer movement’; pushes mandatory vaccines for entire popula... http:/…,1,0,0,-102.410204,34.232945,79031
metaquest (meta),0,location,us,563768037895991296,1,en,San Francisco,1,1,0,2015-02-06 18:35:49 UTC,,563766585156853760,ca,RT @HHSGov: Protect your child from #measles by getting them both doses of the MMR vaccine. http://t.co/7vUh6ejNsS http://t.co/dkaHTHUweB,1,0,0,-122.419644,37.777125,94102
FrankR_23 (Frank ),0,location,us,563768332164141056,1,en,Fortress of Solitude,0,-2,0,2015-02-06 18:36:59 UTC,,563767620143685632,va,"RT @Gizmodo: The anti-vaccine movement should be ridiculed, because shame works http://t.co/QEBS3eNomo http://t.co/jU0eNnh2wV",1,0,0,-79.608504,37.557907,24066
jackcaito (Nate caito),0,,,563770025472167936,1,en,,1,-2,0,2015-02-06 18:43:43 UTC,,563767766507737088,,"RT @Pseudobread: *Sees measles/vaccination ""debate""* *Gets up and resets sign reading ""Days Since America Last Globally Embarrassed Itself""…",1,0,0,,,
thegarance (Garance Franke-Ruta),0,location,us,563772162138734593,1,en,"Washington, D.C.",0,1,0,2015-02-06 18:52:12 UTC,,,dc,3 Pinnochios on Rick Perry's claim that he boosted the Texas vaccination rate by nearly 50% http://t.co/CdZ8kYWgH5,1,0,0,-77.031959,38.89037,20004
saboraselva (scott wagner),0,,,563782887578034177,1,en,"Pucallpa, Peru",0,-2,0,2015-02-06 19:34:49 UTC,,,,"The Anti-Vaccine Movement Should Be Ridiculed, Because Shame Works http://t.co/ycfzKHZBzV",1,0,0,,,
ColtonChase5 (Colton Chase),0,,,563789259883032577,0,en,,0,0,0,2015-02-06 20:00:08 UTC,,,,A Look At Some Vaccine-Related Legislation In Several States http://t.co/SqrIsNxxiM @ColtonChase5,1,0,0,,,
PunditJack (Jack Hoffman),0,,,563790375631216640,0,en,,0,0,0,2015-02-06 20:04:34 UTC,,,,A Look At Some Vaccine-Related Legislation In Several States http://t.co/XVJ9vLRdh5,1,0,0,,,
FoggyMommyBlog (Foggy Mommy),0,location,us,563795308757258240,1,en,NYC area,0,-2,0,2015-02-06 20:24:11 UTC,,,va,This is all I’ll say about the vaccine debate http://t.co/WIuopT5zgK,1,0,0,-78.541909,37.400757,23901
denisebingham7 (Denise Bingham),0,,,563796408189599744,-1,en,,0,1,0,2015-02-06 20:28:33 UTC,,563730182381776896,,RT @Immunize_USA: You can share #vaccine information in everyday conversations. Here's how: http://t.co/Vt9SHeFrOn #MeaslesTruth #10Minutes…,1,0,0,,,
scottandrewh (Scott A Hutchins),0,location,us,563797388331327490,1,en,"New York, NY",1,0,0,2015-02-06 20:32:26 UTC,,,ny,"Anti-vaccine megachurch hit with measles epidemic, now offering free vaccinations http://t.co/iLJbJKLi8O via @dailykos",1,0,0,-74.007124,40.71455,10007
adaezeone (Hawaiian Bread ),0,location,us,563802784047562752,1,en,Maryland,0,0,0,2015-02-06 20:53:53 UTC,,563800627965612032,md,RT @washingtonpost: Bioethicist: Revoke the license of any doctor who opposes vaccination http://t.co/WdWyCGpeAX,1,0,0,-77.268219,38.817598,
News10_CA (News10 - California),0,location,us,563804397189492736,0,en,"Sacramento, CA",1,0,0,2015-02-06 21:00:17 UTC,,,ca,"The measles outbreak and vaccine controversy, visualized - http://t.co/fX3OOgzdrp",1,0,0,-121.491013,38.57906,
badsandwich (brendan kelly),0,location,is,563819764725055488,-1,en,where is this is?,0,0,0,2015-02-06 22:01:21 UTC,,,,"I don't believe in vaccination, but I DO believe in an all powerful being that's way offended if I jack off.",1,0,0,-18.8894,65.201935,
DJSiri (DJS),0,location,us,563832566441316355,-1,en,Cambridge,0,0,0,2015-02-06 22:52:13 UTC,,563029677393317888,id,RT @seguraten: #GlaxoSmithKline buried report linking #vaccines to sudden deaths http://t.co/NvvqdnL0Hz,1,0,0,-116.676054,44.572195,83610
1958classic (Michael Murphy),0,location,us,563845711804907521,1,en,"Aurora,IL",1,0,0,2015-02-06 23:44:28 UTC,,563833782135181313,il,RT @WTHRcom: Johnny's mom tells @AnneMarieWTHR she can't wait until he's old enough to get measles vax: http://t.co/OkFcqZZRUq http://t.co/…,0,1,0,-88.315774,41.75695,60505
HoneyBadger253 (Honey Badger),0,,,563868838706434048,-1,en,,0,-3,0,2015-02-07 01:16:21 UTC,,534848126763282432,,RT @HealthyNews2day: CDC Admits Flu Vaccine Does Not Work – Influenza Outbreak on Fully Vaccinated Navy Ship http://t.co/Bblk5yDtd5 #CDCwhi…,1,0,0,,,
svagdis (Kate Svagdis),0,,,563876769070338048,-1,en,,0,-1,0,2015-02-07 01:47:52 UTC,,563413254656249856,,RT @ImmuneHealthMom: 60 Lab Studies Now Confirm Cancer Link to a Vaccine You Probably Had as a Child http://t.co/6d9EqstFIl  #CDCwhistleblo…,1,0,0,,,
Chinkinthewall (Alexander),0,location,au,563878767592890368,1,en,Brisbane,0,0,0,2015-02-07 01:55:49 UTC,,563878365560467456,qld,RT @JazzTwemlow: Scientists show link between vaccination and children living long enough to become anti-vaxxers in adulthood. #vaccination,1,0,0,153.022827,-27.46888,
houndheavenaz (Jody ),0,location,us,563884036389470210,0,en,Central Arizona,1,0,0,2015-02-07 02:16:45 UTC,,563857442987978752,az,RT @nprnews: University of California System Will Require Measles Vaccine For New Students http://t.co/ZbxVtEKP0F,1,0,0,-112.167686,34.356646,
alicia_aguas777 (Alicia Aguas),0,,,563888343486693377,0,es,,0,0,0,2015-02-07 02:33:52 UTC,,563475614947377153,,"RT @Kimberly_Canete: ""@citizensrock: California Lawmakers WorkingTo Remove “Personal Belief” Vaccine Exemptions http://t.co/XlC9YlHO4Y http…",0,0,0,,,
Muhl_53 (Cody M),0,location,us,563900246489825281,1,en,"Coldwater, Ohio",0,-4,0,2015-02-07 03:21:10 UTC,,,oh,Every parent is a vaccination expert. Can I vaccinate social media from this shit showing up?,1,0,0,-84.629269,40.479771,45828
klausWW1T (Klaus Kingstorf ),0,location,lu,563902809309859840,1,en,N 41°52' 0'' / W 72°27' 0'',0,0,0,2015-02-07 03:31:21 UTC,,563878365560467456,l,RT @JazzTwemlow: Scientists show link between vaccination and children living long enough to become anti-vaxxers in adulthood. #vaccination,1,0,0,6.11003,49.655294,7227
